Entry ID;Source ID;MC species;MC variety;MC latin;CC species;CC variety;CC latin;Location ;Year;Intercropping design;Width;Distance to the CC;Relative density  ;Density design;RSD;RHD;SH period;System;Fertilizer type;Fertilizer detail;N dose;N unit;Pest management type;AES;Sub-category;Metric;Unit;Treatment value;Treatment MV;Control value;Control MV;MV metric;n_Treatment;n_Control;Relationship;Comment;Entered by;Reviewed by
562;Ivey, 1998;Cabbage;;Brassica oleracea var. capitata L.;Tomato;;Lycopersicum esculentum;Port Antonio, Jamaica;1995;Row;NA;NA;100%;Additive;-28;NA;NA;Conventional;NA;NA;NA;NA;Organic;Productivity;Harvested biomass;per plant;kg (40 plants);40,1;0,91;50,6;1,33;SE;4;4;Positive;with B. thuringiensis;TLN;JCR
563;Ivey, 1998;Cabbage;;Brassica oleracea var. capitata L.;Tomato;;Lycopersicum esculentum;Port Antonio, Jamaica;1995;Row;NA;NA;100%;Additive;-28;NA;NA;Conventional;NA;NA;NA;NA;Organic;Product quality;Marketability and commercial quality;Pest damage;Marketable yield loss;0,07;NA;0,08;NA;NA;4;4;Negative;with B. thuringiensis;TLN;JCR
564;Sharma, 2006;Cabbage;;Brassica oleracea var. capitata L.;Rajmash;;Phaseolus vulgaris L.;Kukumseri, Himachal Pradesh, India;2000;Row;0,225;0,225;100%;Additive;0;NA;NA;NA;NA;NA;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;39,3;NA;63,68;NA;NA;3;3;Positive;Indian bean;TLN;JCR
565;Sharma, 2006;Cabbage;;Brassica oleracea var. capitata L.;French bean;;Phaseolus vulgaris L.;Kukumseri, Himachal Pradesh, India;2000;Row;0,225;0,225;100%;Additive;0;NA;NA;NA;NA;NA;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;56,72;NA;63,68;NA;NA;3;3;Positive;;TLN;JCR
566;Sharma, 2006;Cabbage;Cauliflower;Brassica oleracea var. botrytis L.;Rajmash;;Phaseolus vulgaris L.;Kukumseri, Himachal Pradesh, India;2000;Row;0,3;0,3;100%;Additive;0;NA;NA;NA;NA;NA;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;24;NA;24,15;NA;NA;3;3;Positive;Indian bean;TLN;JCR
567;Sharma, 2006;Cabbage;Cauliflower;Brassica oleracea var. botrytis L.;French bean;;Phaseolus vulgaris L.;Kukumseri, Himachal Pradesh, India;2000;Row;0,3;0,3;100%;Additive;0;NA;NA;NA;NA;NA;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;23,81;NA;24,15;NA;NA;3;3;Positive;;TLN;JCR
568;Sharma, 2006;Cabbage;;Brassica oleracea var. capitata L.;Rajmash;;Phaseolus vulgaris L.;Kukumseri, Himachal Pradesh, India;2001;Row;0,225;0,225;100%;Additive;0;NA;NA;NA;NA;NA;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;44,14;NA;63,34;NA;NA;3;3;Positive;Indian bean;TLN;JCR
569;Sharma, 2006;Cabbage;;Brassica oleracea var. capitata L.;French bean;;Phaseolus vulgaris L.;Kukumseri, Himachal Pradesh, India;2001;Row;0,225;0,225;100%;Additive;0;NA;NA;NA;NA;NA;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;54,11;NA;63,34;NA;NA;3;3;Positive;;TLN;JCR
570;Sharma, 2006;Cabbage;Cauliflower;Brassica oleracea var. botrytis L.;Rajmash;;Phaseolus vulgaris L.;Kukumseri, Himachal Pradesh, India;2001;Row;0,3;0,3;100%;Additive;0;NA;NA;NA;NA;NA;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;17,54;NA;18,09;NA;NA;3;3;Positive;Indian bean;TLN;JCR
571;Sharma, 2006;Cabbage;Cauliflower;Brassica oleracea var. botrytis L.;French bean;;Phaseolus vulgaris L.;Kukumseri, Himachal Pradesh, India;2001;Row;0,3;0,3;100%;Additive;0;NA;NA;NA;NA;NA;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;15,55;NA;18,09;NA;NA;3;3;Positive;;TLN;JCR
572;Agrawal, 2010;Cabbage;Cauliflower;Brassica oleracea var. botrytis L.;Black Cumin;;Elwendia perisca (Boiss.);Allahabad, India;2003-2004;Row;NA;NA;100%;Additive;0;NA;NA;NA;NA;NA;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;14,27;0,11;14,22;0,11;CD;4;4;Positive;;TLN;JCR
573;Agrawal, 2010;Cabbage;Cauliflower;Brassica oleracea var. botrytis L.;Ajowan;;Trachyspermum ammi L.;Allahabad, India;2003-2004;Row;NA;NA;100%;Additive;0;NA;NA;NA;NA;NA;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;14,66;0,11;14,22;0,11;CD;4;4;Positive;;TLN;JCR
574;Agrawal, 2010;Cabbage;Cauliflower;Brassica oleracea var. botrytis L.;Fenugreek;;Trigonella foenumgraecum;Allahabad, India;2003-2004;Row;NA;NA;100%;Additive;0;NA;NA;NA;NA;NA;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;16,58;0,11;14,22;0,11;CD;4;4;Positive;;TLN;JCR
575;Agrawal, 2010;Cabbage;Cauliflower;Brassica oleracea var. botrytis L.;Marigold;;Calendula officinalis;Allahabad, India;2003-2004;Row;NA;NA;100%;Additive;0;NA;NA;NA;NA;NA;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;14,8;0,11;14,22;0,11;CD;4;4;Positive;;TLN;JCR
576;Zhang, 2018;Cabbage;Broccoli;Brassica oleracea L.;Maize;;Zea mays L.;Laiyang, Yantai, China;2012;Strip;1,3;0,65;50%;Replacement;0;+51;+73;Conventional;Synthetic;Mixed;260;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;1,352;0,227;1,6;0,138;SD;3;3;Positive;without residue retention;TLN;JCR
577;Zhang, 2018;Cabbage;Broccoli;Brassica oleracea L.;Maize;;Zea mays L.;Laiyang, Yantai, China;2012;Strip;1,3;0,65;50%;Replacement;0;+51;+73;Conventional;Mixed;Mixed;260;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;1,657;0,21;1,6;0,138;SD;3;3;Positive;with residue retention;TLN;JCR
578;Zhang, 2018;Cabbage;Broccoli;Brassica oleracea L.;Maize;;Zea mays L.;Laiyang, Yantai, China;2013;Strip;1,3;0,65;50%;Replacement;0;+49;+73;Conventional;Synthetic;Mixed;260;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;1,619;0,072;1,861;0,051;SD;3;3;Positive;without residue retention;TLN;JCR
579;Zhang, 2018;Cabbage;Broccoli;Brassica oleracea L.;Maize;;Zea mays L.;Laiyang, Yantai, China;2013;Strip;1,3;0,65;50%;Replacement;0;+49;+73;Conventional;Mixed;Mixed;260;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;1,958;0,115;1,861;0,051;SD;3;3;Positive;with residue retention;TLN;JCR
580;Theunissen, 1980;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Spurry;;Spergula arvensis;Lienden and Bennekom, Netherlands;1977;Mixed;NR;NR;100%;Additive;-63;later;+129;NA;NA;NA;NA;NA;NA;Product quality;Marketability and commercial quality;Pest damage;injury index [0-800];84,3;NA;364,5;NA;NA;3;3;Negative;;TLN;JCR
581;Theunissen, 1980;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Spurry;;Spergula arvensis;Lienden and Bennekom, Netherlands;1978;Strip;4,9;0,35;88%;Replacement;-63;later;+106;NA;NA;NA;NA;NA;NA;Product quality;Marketability and commercial quality;Pest damage;injury index [0-800];308,2;NA;414,5;NA;NA;6;6;Negative;;TLN;JCR
582;Theunissen, 1980;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Spurry;;Spergula arvensis;Lienden and Bennekom, Netherlands;1978;Strip;2,1;0,35;75%;Replacement;-63;later;+106;NA;NA;NA;NA;NA;NA;Product quality;Marketability and commercial quality;Pest damage;injury index [0-800];268,6;NA;414,5;NA;NA;6;6;Negative;;TLN;JCR
583;Theunissen, 1980;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Spurry;;Spergula arvensis;Lienden and Bennekom, Netherlands;1978;Row;0,35;0,35;50%;Replacement;-63;later;+106;NA;NA;NA;NA;NA;NA;Product quality;Marketability and commercial quality;Pest damage;injury index [0-800];210,3;NA;414,5;NA;NA;6;6;Negative;;TLN;JCR
584;Parsons, 2007;Cabbage;Cauliflower;Brassica oleracea var. Botrytis;Lettuce;;Lactuca sativa L.;St John's, Canada;2003;Row;0,2;0,2;100%;Additive;-8;-38;+70;NA;Organic;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;428,5;20,1;425,1;28;SE;4;4;Positive;;TLN;JCR
585;Parsons, 2007;Cabbage;Cauliflower;Brassica oleracea var. Botrytis;Lettuce;;Lactuca sativa L.;St John's, Canada;2004;Row;0,2;0,2;100%;Additive;-8;-36;+66;NA;Organic;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;276;37,5;291,6;25,7;SE;4;4;Positive;;TLN;JCR
586;Parsons, 2007;Cabbage;Cauliflower;Brassica oleracea var. Botrytis;Lettuce;;Lactuca sativa L.;St John's, Canada;2003;Row;0,2;0,2;100%;Additive;-8;-38;+70;NA;Organic;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;Curd diameter (cm);12,95;0,22;12,81;0,29;SE;4;4;Positive;;TLN;JCR
587;Parsons, 2007;Cabbage;Cauliflower;Brassica oleracea var. Botrytis;Lettuce;;Lactuca sativa L.;St John's, Canada;2004;Row;0,2;0,2;100%;Additive;-8;-36;+66;NA;Organic;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;Curd diameter (cm);10,09;0,66;10,6;0,47;SE;4;4;Positive;;TLN;JCR
588;Parsons, 2007;Cabbage;Cauliflower;Brassica oleracea var. Botrytis;Lettuce;;Lactuca sativa L.;St John's, Canada;2003;Row;0,2;0,2;100%;Additive;-8;-38;+70;NA;Organic;Mixed;NA;NA;NA;Productivity;Saleable biomass;per unit of area;t/ha;7,5;0,53;7,5;1,85;SE;4;4;Positive;;TLN;JCR
589;Parsons, 2007;Cabbage;Cauliflower;Brassica oleracea var. Botrytis;Lettuce;;Lactuca sativa L.;St John's, Canada;2004;Row;0,2;0,2;100%;Additive;-8;-36;+66;NA;Organic;Mixed;NA;NA;NA;Productivity;Saleable biomass;per unit of area;t/ha;1,79;0,23;2,85;0,24;SE;4;4;Positive;;TLN;JCR
590;Parsons, 2007;Cabbage;Cauliflower;Brassica oleracea var. Botrytis;Lettuce;;Lactuca sativa L.;St John's, Canada;2003;Row;0,2;0,2;100%;Additive;-8;-38;+70;NA;Organic;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;7,61;NA;7,71;NA;NA;4;4;Positive;;TLN;JCR
591;Parsons, 2007;Cabbage;Cauliflower;Brassica oleracea var. Botrytis;Lettuce;;Lactuca sativa L.;St John's, Canada;2004;Row;0,2;0,2;100%;Additive;-8;-36;+66;NA;Organic;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;t/ha;1,99;NA;3,23;NA;NA;4;4;Positive;;TLN;JCR
592;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1982;Row;0,34;0,34;100%;Additive;0;-123;+219;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;16,4;0,78;15,4;0,78;SE;5;5;Positive;Treatment C;TLN;JCR
593;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1982;Row;0,34;0,34;33%;Other;0;+123;+96;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;15,5;0,87;15,1;0,29;SE;5;5;Positive;Treatment C;TLN;JCR
594;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1982;Row;0,3;0,3;100%;Additive;0;-123;+219;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;16,4;0,78;15,4;0,78;SE;5;5;Positive;Treatment D;TLN;JCR
595;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1982;Row;0,3;0,3;67%;Augmented;0;+123;+96;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;24,6;0,87;30,1;0,58;SE;5;5;Positive;Treatment D;TLN;JCR
596;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1982;Row;0,4;0,4;67%;Replacement;0;-123;+219;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;13;0,78;10,3;0,52;SE;5;5;Positive;Treatment E;TLN;JCR
597;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1982;Strip;0,8;0,4;67%;Other;0;+123;+96;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;28,4;0,87;30,1;0,58;SE;5;5;Positive;Treatment E;TLN;JCR
598;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1982;Row;0,3;0,3;67%;Replacement;0;-123;+219;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;13;0,78;10,3;0,52;SE;5;5;Positive;Treatment F;TLN;JCR
599;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1982;Strip;0,9;0,3;100%;Other;0;+123;+96;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;38,2;0,87;45,2;0,87;SE;5;5;Positive;Treatment F;TLN;JCR
600;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1982;Row;0,34;0,34;100%;Additive;0;-123;+219;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;quality classes or grades (% of brussels sprouts <30mm [unmarketable]);64,1;1,62;63,8;1,62;SE;5;5;Negative;Treatment C;TLN;JCR
601;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1982;Row;0,3;0,3;100%;Additive;0;-123;+219;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;quality classes or grades (% of brussels sprouts <30mm [unmarketable]);62,5;1,62;63,8;1,62;SE;5;5;Negative;Treatment D;TLN;JCR
602;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1982;Row;0,4;0,4;67%;Replacement;0;-123;+219;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;quality classes or grades (% of brussels sprouts <30mm [unmarketable]);55,1;1,62;63,8;1,62;SE;5;5;Negative;Treatment E;TLN;JCR
603;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1982;Row;0,3;0,3;67%;Replacement;0;-123;+219;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;quality classes or grades (% of brussels sprouts <30mm [unmarketable]);55,7;1,62;63,8;1,62;SE;5;5;Negative;Treatment F;TLN;JCR
604;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1982;Row;0,34;0,34;33%;Other;0;+123;+96;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Productivity;Saleable biomass;per plant;g;967;17,8;965;17,8;SE;5;5;Positive;Treatment C;TLN;JCR
605;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1982;Row;0,3;0,3;67%;Augmented;0;+123;+96;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Productivity;Saleable biomass;per plant;g;850;17,8;965;17,8;SE;5;5;Positive;Treatment D;TLN;JCR
606;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1982;Strip;0,8;0,4;67%;Other;0;+123;+96;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Productivity;Saleable biomass;per plant;g;942;17,8;965;17,8;SE;5;5;Positive;Treatment E;TLN;JCR
607;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1982;Strip;0,9;0,3;100%;Other;0;+123;+96;Conventional;Synthetic;Synthetic fertilizer;356;kgN/ha;NA;Productivity;Saleable biomass;per plant;g;826;17,8;965;17,8;SE;5;5;Positive;Treatment F;TLN;JCR
608;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1983;Row;0,34;0,34;100%;Additive;0;-132;+212;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;13,7;0,67;14,5;0,67;SE;2;2;Positive;Treatment C;TLN;JCR
609;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1983;Row;0,34;0,34;33%;Other;0;+132;+80;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;13,6;0,89;15;0,296666667;SE;2;2;Positive;Treatment C;TLN;JCR
610;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1983;Row;0,3;0,3;100%;Additive;0;-132;+212;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;10,7;0,67;14,5;0,67;SE;2;2;Positive;Treatment D;TLN;JCR
611;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1983;Row;0,3;0,3;67%;Augmented;0;+132;+80;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;18,5;0,89;30;0,593333333;SE;2;2;Positive;Treatment D;TLN;JCR
612;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1983;Row;0,4;0,4;67%;Replacement;0;-132;+212;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;7;0,67;9,6;0,446666667;SE;2;2;Positive;Treatment E;TLN;JCR
613;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1983;Strip;0,8;0,4;67%;Other;0;+132;+80;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;28,2;0,89;30;0,593333333;SE;2;2;Positive;Treatment E;TLN;JCR
614;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1983;Row;0,3;0,3;67%;Replacement;0;-132;+212;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;7,6;0,67;9,6;0,446666667;SE;2;2;Positive;Treatment F;TLN;JCR
615;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1983;Strip;0,9;0,3;100%;Other;0;+132;+80;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;36,5;0,89;45;0,89;SE;2;2;Positive;Treatment F;TLN;JCR
616;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1983;Row;0,34;0,34;100%;Additive;0;-132;+212;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;quality classes or grades (% of brussels sprouts <30mm [unmarketable]);67,1;4,2;62,3;4,2;SE;2;2;Negative;Treatment C;TLN;JCR
617;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1983;Row;0,3;0,3;100%;Additive;0;-132;+212;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;quality classes or grades (% of brussels sprouts <30mm [unmarketable]);77;4,2;62,3;4,2;SE;2;2;Negative;Treatment D;TLN;JCR
618;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1983;Row;0,4;0,4;67%;Replacement;0;-132;+212;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;quality classes or grades (% of brussels sprouts <30mm [unmarketable]);79,4;4,2;62,3;4,2;SE;2;2;Negative;Treatment E;TLN;JCR
619;Salter, 1985;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Wellesbourne, United Kingdom;1983;Row;0,3;0,3;67%;Replacement;0;-132;+212;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;quality classes or grades (% of brussels sprouts <30mm [unmarketable]);79,5;4,2;62,3;4,2;SE;2;2;Negative;Treatment F;TLN;JCR
620;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1983;Row;0,34;0,34;33%;Other;0;+132;+80;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Productivity;Saleable biomass;per plant;g;910;24,8;950;24,8;SE;2;2;Positive;Treatment C;TLN;JCR
621;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1983;Row;0,3;0,3;67%;Augmented;0;+132;+80;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Productivity;Saleable biomass;per plant;g;775;24,8;950;24,8;SE;2;2;Positive;Treatment D;TLN;JCR
622;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1983;Strip;0,8;0,4;67%;Other;0;+132;+80;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Productivity;Saleable biomass;per plant;g;919;24,8;950;24,8;SE;2;2;Positive;Treatment E;TLN;JCR
623;Salter, 1985;Cabbage;Cabbage;Brassica oleracea var. capitata L.;Cabbage;Brussels sprouts;Brassica oleracea var. gemmifera;Wellesbourne, United Kingdom;1983;Strip;0,9;0,3;100%;Other;0;+132;+80;Conventional;Synthetic;Synthetic fertilizer;305;kgN/ha;NA;Productivity;Saleable biomass;per plant;g;872;24,8;950;24,8;SE;2;2;Positive;Treatment F;TLN;JCR
624;Ramkat,2008;Cabbage;Kale;Brassica oleracea L. var. acephala 'Colorado’;Tomato;;Lycopersicum esculentum;Njoro, Nakuru, Kenya;2014;Row;0,45;0,45;100%;Additive;NA;NA;NA;Conventional;NA;NA;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;31,92;0,52;28,77;0,52;f-value;3;3;Positive;;JCR;TLN
